ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,length,sentiment,positive_count,negative_count
1909,cảm_nhận giá bình_dân,21/06/2022,14:52,5,100210023,125,positive,0,0
1032,mùi hương dễ_chịu mát giá_thành ổn,28/04/2023,9:30,5,422206537,47,positive,2,0
147,,10/4/2023,15:10,5,200400003,6,positive,0,0
418,sản_phẩm tốt tư_vấn nhiệt_tình hàng,27/02/2023,16:53,5,422208976,58,positive,1,0
4198,đợt ame trường tặng mê kiểu mặt mịn lắm thích xỉu tặng miếng dán mụn,7/6/2023,19:25,5,422211231,156,positive,1,0
2834,nhạy_cảm không_vấn_đề căng bóng chân_ái klair không_làm thất_vọng,26/05/2022,20:11,5,318900002,148,positive,1,1
1442,rửa mặt bọt kiềm dầu tốt,3/5/2023,17:02,5,204900004,38,positive,1,0
1433,mẫu mùi lạ,6/10/2024,20:28,5,422210980,43,positive,0,0
1271,chậm mỏng nhẹ,11/3/2024,14:45,4,422208242,41,positive,0,1
2088,dầu_củng chúc nhạy_cảm sài_svr chuyển_sài,29/07/2024,6:52,5,422202569,104,positive,0,0
700,thích hasaki sản_phẩm,29/04/2023,18:35,5,422216594,40,positive,1,0
17,,7/10/2023,15:30,5,205100146,3,positive,0,0
1451,ưng tích sạch mặt tốt_nhiên mùi hóa nồng_xíu đối_xử căng dưỡng ẩm_liền khô_kị mùi nồng xét tổng_thể sản_phẩm tương_đối tốt toàn_diện,2/3/2023,21:06,4,204900056,351,positive,4,0
1201,thích bôi không_bôi dạng sữa mặt kiểu bôi không_bị trắng vón_cục,18/11/2021,23:28,5,422217292,149,positive,2,0
1406,sự_dụng sạch rửa,18/06/2024,2:24,5,293500006,51,positive,0,0
1446,dễ_chịu dịu giá_thành ổn,1/5/2023,18:37,5,422210784,39,positive,2,0
2706,tốt ổn lắm mụn cực thoáng mặt không_bị mụn,21/02/2023,11:36,5,253900005,139,positive,3,0
2679,đổ bụi trắng dính mặt phí tiền không_sử_dụng,6/7/2021,20:20,1,422203807,63,negative,0,1
3677,,9/8/2017,16:26,5,207300009,9,positive,0,0
1232,hasaki ổn giá hợp_lý đáp_ứng cầu,10/5/2024,9:08,5,422212333,71,positive,2,0
1208,đặt_hàng liền,21/07/2021,17:21,5,422215804,22,positive,0,0
1282,đi_lại mãi hoài không_thôi,11/10/2021,9:44,5,204900009,58,positive,0,0
2549,tiết_nhờn bắt chuẩn chất_lượng eucerin yên_tâm tuần đẹp kết_quả tốt,12/11/2020,21:43,5,204100003,197,positive,3,0
709,đỉnh vô mát,27/04/2023,20:11,5,422200236,29,positive,1,0
113,sản_phẩm dán phụ tiếng việt sản_phẩm hãng không,15/07/2024,15:13,3,205100137,79,negative,0,0
2009,spf đỉnh hàng cực hàng hãng yên_tâm,22/11/2022,21:24,5,249500027,138,positive,2,0
343,mặt dị_ứng nổi mụn uổng chân ổn mượt,7/1/2020,12:18,3,207300009,113,negative,2,1
1036,dễ_dàng thoải_mái thư_giãn,27/04/2023,12:55,5,422202253,47,positive,2,0
634,không_quá thất_vọng tốt,8/1/2021,8:38,2,100230056,45,negative,1,1
397,hàng chuẩn,31/05/2023,17:29,5,422208976,45,positive,0,0
2435,,29/01/2021,11:28,5,422205162,39,positive,0,0
1231,thích sản_phẩm hợp túi_tiền chất_lượng,20/05/2024,17:47,5,422212331,76,positive,2,0
489,thích serum không_mùi dịu nhẹ rửa sạch không_bị khô_dịu nốt mụn nói_chuyện lắm,29/07/2021,12:27,5,204100019,97,positive,2,0
1377,mặt_nạ lạ móc lớp đắp cằm đắp mềm_mại,17/10/2024,19:39,5,308500037,132,positive,0,0
1201,ẩm tốt bước_dưỡng ẩm mụn phục_hồi,18/11/2021,23:20,5,422211878,101,positive,1,0
1277,tốt,21/04/2022,16:42,5,422216603,45,positive,1,0
3158,,4/6/2021,18:51,5,357100011,4,positive,0,0
2154,môi căng mướt rích_xíu mùi thơm trái_cây thích lắm môi màu hồng nhẹ í_dưỡng ẩm môi_hơi mềm_mịn lắm sẵng tuýp tối,7/4/2023,20:54,5,422209443,195,positive,2,0
297,không_màu không_mùi không_gây nhờn rít tẩy_nhiên rửa sạch sữa rửa mặt sạch lớp velvet tint trang_điểm đậm,17/03/2021,14:24,5,422211446,212,positive,1,0
3857,cân_nhắc chất_lượng tốt,8/8/2022,0:18,2,318900009,56,negative,1,0
3527,sản_phẩm lầm,29/05/2022,17:38,1,422200306,47,negative,0,0
1624,sản_phẩm hiệu_quả thâm tầm mờ thâm cũ chậm kiên_trì,10/1/2022,20:39,5,327500002,106,positive,1,1
1176,tiết_kiệm bọt không_tốn cetaphil mùi không_thích lắm,30/11/2021,11:59,4,422202569,78,positive,1,1
519,hà tốt,30/07/2022,19:08,5,422216416,44,positive,1,0
270,dầu chữ êm_rửa không_khô mềm_giá chát sạch ưu_tiên sản_phẩm tốt_xíu tối tầm svr eucerin giá không_bằng svr svr rửa êm,8/2/2023,23:46,5,422206537,331,positive,1,0
685,thích hasaki sản_phẩm,30/04/2023,18:45,5,200400004,47,positive,1,0
789,tốt,9/6/2021,16:03,5,100230057,11,positive,1,0
749,chuẩn_tẩy quốc_dân,21/07/2022,20:04,5,100230059,40,positive,0,0
1794,đầu châm_chích sự_dụng hiệu_quả không,12/7/2020,10:17,4,100220035,96,positive,1,0
2215,kiềm dầu tốt khô_ráo màu hơi_kì không_phủ lớp phấn khuyết_điểm nhẹ,31/12/2020,23:24,5,422203146,92,positive,1,0
1109,bha cải_thiện chừng trở đỡ dầu đáng_kể_nhiên hằng đêm hiệu_quả tuần cải_thiện chậm mụn đầu đen sợi bã nhờn lcl kết_hợp bước_trình skincare,17/02/2022,22:39,5,100240016,317,positive,4,1
1055,chuyển_tẩy không_làm sạch đá giá tiền tuyệt_vời nhiêu,27/07/2024,12:25,5,422204906,216,positive,2,0
358,ruột sản_phẩm mặt sạch không_hề mìn hasaki rẻ ủng_hộ tiếp,26/10/2018,20:02,5,422211447,146,positive,2,0
2330,dễ_dàng thoải_mái thư_giãn,3/5/2023,16:20,5,308500009,48,positive,2,0
1965,ổn_áp lắm nhạy_cảm thiên_dầu sạch sâu không_làm bình_thường ý_kiềm dầu tầm mụn_ẩn mụn đầu đen không_dầu kết_hợp dưỡng posay thề mụn hẳn học,5/9/2022,20:25,5,422206248,316,positive,3,0
1809,cà_phế thơm_dã,19/04/2019,20:21,5,100220010,32,positive,1,0
1701,không_cửa,15/04/2020,12:02,4,318900005,24,positive,0,0
2433,mặt mát_mẻ lắm dịu nhẹ tốt,11/3/2021,10:49,4,422205164,34,positive,1,0
767,,30/12/2021,15:32,5,200400003,3,positive,0,0
3596,mặt_nạ mát mụn sưng đỏ đắp đỡ hẳn thích,13/07/2022,10:25,5,422207736,79,positive,2,0
2232,chân_ái,12/7/2022,9:28,5,100180148,22,positive,0,0
2075,khuyết_điểm nâng đẹp tự_nhiên giá_cả hợp_lý chất tán,4/8/2020,11:11,4,422207413,108,positive,2,0
269,nhiêu kháng dầu mồ_hôi lắm,1/7/2021,18:26,5,249500014,85,positive,0,0
721,phẩm tốt,16/04/2023,12:46,5,200400004,18,positive,1,0
183,nt tốt_không_bị nổi mụn_ẩn cảm_giác_tẩy sạch công_nghiệp,26/07/2021,20:47,5,205100136,100,positive,2,1
217,xịn dầu_xài serum không_thấy hiệu_quả ưng tuần đỡ dầu đỡ mụn hẳn rửa sạch không_bị căng mặt đổ dầu chữ má kết_hợp dưỡng tuyệt_vời đầu đắn_đo giá tiền tiền,5/4/2021,15:22,5,204900004,352,positive,6,0
2322,dễ_dàng thoải_mái thư_giãn,4/5/2023,13:25,5,308500018,48,positive,2,0
2204,kiềm dầu nâng tông tốt tầm giá,4/11/2021,19:10,5,249500028,39,positive,1,0
234,sản_phẩm thích lắm tươi_mát làn nghĩa bông_tẩy mát_rượi cực_kì,21/12/2021,12:52,5,422206648,109,positive,1,0
317,ẩm dịu bề_mặt cải_thiện,17/09/2020,11:11,4,345800015,55,positive,1,0
718,tốt,19/04/2023,13:19,5,200400003,3,positive,1,0
3441,sản_phẩm hiệu_quả trị mụn tốt,28/06/2021,13:45,5,204100023,42,positive,2,0
3673,cực thích tuần chết tuần mụn đầu đen,6/5/2019,11:14,5,422206042,93,positive,1,0
1737,sản_phẩm tốt,20/11/2023,9:38,5,100220037,20,positive,1,0
3336,sản_phẩm hãng senka tuyệt_vời thích cực sữa rửa mặt serum_dưỡng tuyệt_hasaki gói hàng cực_kì hàng cực_kì hasaki địa_chỉ tín gửi_gắm niềm cám_ơn hasaki,29/10/2019,15:51,5,223600009,281,positive,2,0
1792,đóng_gói đẹp tặng bông_tẩy,18/08/2020,10:13,5,100220035,105,positive,1,0
1115,thích_tẩy kén sạch mụn_ẩn thuyên_giảm độ sạch ổn giá hợp túi_tiền,12/8/2021,14:49,5,422204884,225,positive,3,0
2467,sản_phẩm rửa mặt dính dính không_rành thắc_mắc sản_phẩm không_cần_rửa mặt ổn_tẩy sạch trang_điểm sản_phẩm chuyên_dụng mascara không_sạch nổi chấm,5/3/2024,15:28,5,377400001,362,positive,1,1
21,hàng chất_lượng tư_vấn tâm ủng_hộ,13/08/2023,18:11,5,422200236,51,positive,0,0
2998,giá_viên không_đươjc thích lắm cả_giác nhờn mặt,21/03/2023,10:39,3,223600026,75,negative,1,0
304,,22/01/2021,10:06,5,205100137,17,positive,0,0
2251,nhẹ_nhàng mịn lắm,17/03/2023,22:03,5,245500002,44,positive,1,0
232,chê,1/1/2022,22:06,5,205100136,55,positive,0,1
2385,dễ_dàng thoải_mái thư_giãn,29/04/2023,11:42,5,308500013,47,positive,2,0
4332,dầu serum ẩm_không_phải bôi đỡ bí_hiệu_quả,5/10/2023,15:28,5,422214340,107,positive,1,0
408,hàng tốt,11/4/2023,16:29,5,100190059,12,positive,1,0
204,dạng tuýp lắc mỏi chất_đặc tán mùi dịu_dịu nhẹ_hợp màu bôi cổ làm_biếng bôi mặt hồng hợp màu tím,25/05/2022,11:19,5,248700035,217,positive,2,0
2440,sản_phẩm ổn cầu không_quá xuất_sắc,1/12/2020,14:41,3,422203510,67,negative,2,0
727,cực kì_tệ chê_bông nhẹ rách vải tưa mỏng bình_thường miếng miếng kẹp thành,27/12/2022,19:45,1,422203809,202,negative,0,5
71,sản_phẩm tốt,30/10/2021,20:54,5,318900011,8,positive,1,0
869,sản_phẩm tốt,15/04/2023,22:10,5,204900004,16,positive,1,0
4248,bọt tốt sạch ổn rửa mặt không_bị rít,5/10/2024,9:50,5,213300064,58,positive,3,0
2340,ử_dụng dễ_dàng thoải_mái thư_giãn,2/5/2023,10:56,5,422205160,48,positive,2,0
754,,5/3/2022,16:26,5,422216594,4,positive,0,0
2429,mặt_nạ giá rẽ tốt đắp lướt,1/6/2021,14:12,5,422205163,107,positive,1,0
234,sản_phẩm serum_ưng cerave đỉnh dầu mụn_khảo ẻm không_phí tiền,31/05/2022,10:46,5,293500043,127,positive,2,0
2291,sản_phẩm tệ lừa_đảo,30/10/2021,16:37,1,422208974,45,negative,0,2
1379,,3/10/2021,19:55,5,224100009,3,positive,0,0
3431,dạng tuýp serum peptide ordinary tuýp vô_thưởng vô_phạt lắm không_có_kích_ứng tác_dụng,23/09/2023,0:57,3,422203979,195,negative,0,1
4093,chết mặt ổn,21/11/2023,15:25,5,422207812,38,positive,1,0
1194,không_vón ẩm tốt kiềm dầu_nhiên không_tốt,16/03/2022,15:13,4,249500013,83,positive,2,1
2940,thích lắm,28/12/2023,15:21,5,200500283,31,positive,1,0
1018,dễ_dàng thoải_mái thư_giãn,2/5/2023,17:32,5,422202253,46,positive,2,0
1372,mụn,21/02/2024,19:40,5,422220469,29,positive,0,0
2377,dễ_dàng thoải_mái thư_giãn,29/04/2023,16:14,5,308500015,47,positive,2,0
2674,ổn không_bị rách,10/9/2021,10:58,5,422203776,49,positive,2,1
1881,chất_lượng tốt thích chỗ không_bị sợi dính mặt,2/5/2019,18:24,5,422203809,65,positive,3,0
1235,tốt lắm,6/3/2024,19:37,5,422222535,11,positive,1,0
551,bác_dưỡng ẩm_kĩ oánh tán vệt,9/2/2022,20:33,5,422216416,75,positive,0,0
4287,serum sạch sâu không_gây thích,16/08/2024,15:11,4,248700105,41,positive,2,0
2397,mùi hương dễ_chịu mát giá_thành ổn,27/04/2023,16:26,5,422206537,47,positive,2,0
1972,tạm,23/09/2024,13:43,3,249500019,5,negative,0,0
107,thương_hiệu,5/12/2023,11:04,5,422211447,29,positive,0,0
1031,,29/04/2023,20:07,5,422200236,29,positive,0,0
1322,,4/12/2021,8:26,5,253900003,4,positive,0,0
1133,sản_phẩm tốt biển siêu_đỉnh,22/09/2024,23:37,5,422211240,74,positive,3,0
1764,sản_phẩm làn sản_phẩm đầu châm_chít chút_xíu trở cực_kì êm,30/09/2021,17:05,5,100220035,146,positive,0,0
3105,tốt giá hiệu_quả mặt bog tróc đêm ròi_ý hơi_rích thấm phủ_nhận độ tốt đem,15/08/2023,17:59,5,204100013,248,positive,3,0
558,kiềm dầu tốt không_bí tốt không_bị bật không_bị vệt trắng đổ mồ_hôi tệp vỗ_tí ẩm tán,11/9/2021,22:24,5,204900013,197,positive,4,1
1030,mùi hương dễ_chịu mát giá_thành ổn,30/04/2023,15:00,5,204100019,46,positive,2,0
4208,dưỡng hồng_môi tích_hợp mặt_nạ môi siêng_tẩy tbc môi hồng trời chả_thèm đánh,10/12/2023,23:30,5,422209444,183,positive,1,0
1373,bảo sản_xuất hàn_quốc hàng chữ_thái hàng giả,12/12/2023,18:07,4,422207826,90,positive,0,0
1111,tốt không_mùi không_màu dịu nhẹ không_châm chích nhạy_cảm êm lắm lông_mày tô trôi hài_lòng lắm,7/8/2022,23:57,5,422204657,270,positive,2,0
4722,tệ tưởng_tượng sản_phẩm,30/04/2023,14:23,1,422210784,51,negative,0,1
2938,hàng mặt_nạ ưng_ý công_dụng,24/04/2024,15:26,5,365000020,118,positive,2,0
2924,ẩm tuyệt_vời chất_dưỡng bịch lắm đắp nguyên_cổ dư_ẩm đắp suốt tối miếng cải_thiện lắm,4/11/2024,12:50,5,422209706,175,positive,2,0
686,dễ_dàng thoải_mái giản,30/04/2023,11:25,5,308500018,47,positive,1,0
231,sản_phẩm tốt,9/1/2022,11:37,5,205100137,12,positive,1,0
1480,dầu mụn không_ổn lắm mụn_ẩn đỏ rửa,11/6/2021,15:18,3,204900056,65,negative,1,1
376,dầu dầu không_hợp serum màu lá siêu_hợp rửa mặt sạch độ_ẩm mặt siêu_thích,20/08/2024,8:30,5,422208972,191,positive,4,1
3076,đợi tiếng giao hàng dễ_thương oce,1/7/2023,16:56,4,357100008,100,positive,1,0
288,nhạy_cảm mụn dầu dấu_hiệu kích_ứng sản_phẩm giá_thành tốt công_dụng,18/05/2021,20:49,5,205100146,218,positive,1,1
48,mặt_nạ tràm trà sản_phẩm tốt ẩm_đắp mà_còn mụn hiệu_quả,3/12/2021,15:58,5,308500009,121,positive,2,0
3643,mụn sưng viêm hiệu_quả đầu trắng tăm vừa_vệ sạch gốc yên_tâm hàng hãng,24/01/2024,18:50,5,422207629,184,positive,3,0
632,tốt,22/10/2020,17:16,5,207500007,29,positive,1,0
1416,sài,9/8/2022,14:17,5,422217029,27,positive,0,0
1577,sạch mịn,8/4/2021,0:14,5,211300007,38,positive,0,0
699,thích hasaki sản_phẩm,29/04/2023,18:35,5,100230059,49,positive,1,0
790,sữa rửa mặt thích lắm thời đỡ mụn,20/06/2021,21:11,5,293500043,115,positive,1,0
107,không_kích ứng_dịu nhẹ nhờn,6/10/2019,10:08,5,204900056,77,positive,0,0
3729,tạm chất_lượng không_xuất_sắc,25/07/2023,12:07,3,243300007,61,negative,1,0
3133,sản_phẩm tốt cỡ,17/08/2021,16:20,5,100190183,77,positive,1,0
2212,công_nghiệp thương_hiệu hàn_quốc sữa sunplay uv sữa bôi láng mịn khô_ráo phấn nâng trắng tiệp màu,17/03/2021,12:24,5,422203146,288,positive,1,0
3050,đắp nóng rửa mịn,17/04/2023,19:45,5,422206103,52,positive,0,0
2175,thích,11/9/2021,12:34,5,211300002,14,positive,1,0
8,săn giá hời sàn tiktokshop shope mãi ủng_hộ chương_trình hasaki sản_phẩm hãng,23/08/2024,20:36,5,318900011,129,positive,0,0
175,,4/11/2022,17:42,5,205100137,6,positive,0,0
2369,kiềm dầu tốt thoải_mái,30/04/2023,11:24,5,308500009,57,positive,2,0
1477,sản_phẩm ổn kèm_dưỡng ẩm,19/09/2021,19:35,5,204900004,90,positive,1,0
3260,,5/12/2023,11:21,5,422203282,16,positive,0,0
2387,dễ_dàng thoải_mái thư_giãn,28/04/2023,16:16,5,422205162,47,positive,2,0
184,sạch,4/9/2022,19:53,5,422204259,21,positive,0,0
792,dễ_chịu sạch,5/4/2021,1:34,5,204900024,40,positive,1,0
32,đợt serum đẩy mụn quyết_định,17/06/2023,14:12,5,422207401,130,positive,0,0
3672,sản_phẩm hạt mặt hạt cứng_không_nên xước mỏng nhạy_cảm,4/9/2019,8:53,4,100220009,149,positive,0,0
83,dịu_dạ ẩm mịn tốt đá bóng,22/10/2022,22:36,5,231100005,75,positive,1,0
1239,đợt ổn đợt thô,25/09/2023,19:38,4,422205181,61,positive,1,0
112,hàng không_thấy tặng nt tím,9/8/2024,9:58,2,422206648,65,negative,0,0
2359,dễ_dàng thoải_mái,30/04/2023,17:21,5,308500018,31,positive,1,0
252,giá rẻ_tẩy trang_điểm tặng kèm hài_lòng hàng hasaki tưởng,13/08/2021,18:40,5,422211447,105,positive,3,0
3944,công_nghiệp,29/05/2017,1:37,5,100160021,60,positive,0,0
220,tuyệt_vời không_bị mặt mùi cồn không_kích_ứng đỡ nâng mùi cồn thích phết chả_thấy đỗ giọt mồ_hôi sản_phẩm không_gây_kích_ứng mặt đỏ nâng không_nên không_chịu mùi cồn thời_mê lắm,10/2/2022,13:33,5,223600010,339,positive,5,2
2661,giá rẻ chỗ đợt dính xơ_bông mặt,22/05/2022,16:15,4,422203776,78,positive,2,0
3157,tốt,18/06/2021,7:25,5,422202362,14,positive,1,0
1266,í_dưỡng ẩm lắm tróc tổn_thương đỡ tối,15/07/2022,19:49,5,318900005,146,positive,1,0
2917,ổn giá_cả,3/12/2023,13:21,5,253900010,29,positive,1,0
1027,mùi hương dễ_chịu mát giá_thành ổn,1/5/2023,14:44,5,204100019,47,positive,2,0
792,cực_kỳ ưng lót môi cực đẹp độ_ẩm khô_ráo không_bóng thấm_mềm nhẹ vị ghê,4/10/2021,14:32,5,422209444,153,positive,2,0
1475,tốt,7/10/2021,17:50,5,204900159,52,positive,1,0
4039,ẩm ổn_áp lắm chất,8/12/2020,22:51,4,365000019,42,positive,1,0
702,dễ_dàng thoải_mái thư dãn,27/04/2023,18:24,5,308500015,44,positive,1,0
691,dễ_dàng thoải_mái thư_giãn,30/04/2023,16:50,5,422205162,48,positive,2,0
635,sản_phẩm không_lên cho_dù tối màu ổn mặt tiết_dầu thấm dầu tiếng aply mặt mịn_đặc tán đắp mặt tiếng bám tốt sạch sâu sản_phẩm rửa mặt tối,11/7/2020,2:41,5,253900006,373,positive,2,0
3235,trở_lại serum trộm_vía giá rẻ hợp dạng hỗn_hợp thiên_dầu hiệu_quả tùy đầu giúp dừng không_giúp trắng mờ thâm_mụn đốm nâu hiệu_quả kềm dầu ổn đêm dậy mịn không_đổ dầu,13/08/2023,9:52,5,422204231,376,positive,7,0
2795,mặt_nạ rẻ đẹp bền_dịch ẩm_mịn căng bóng cực,28/12/2020,17:50,5,365000017,65,positive,2,0
2247,mịn_màng,2/9/2024,10:31,5,245500001,24,positive,0,0
1719,hàng đóng_gói cẩn_thận chất_lượng miễn chê,21/11/2023,15:36,5,100240016,52,positive,2,1
4099,chết mặt thơm hàng tốt hãng,19/11/2023,12:12,5,422207812,68,positive,2,0
790,sữa rửa mặt thích lắm thời đỡ mụn,20/06/2021,21:11,5,293500006,115,positive,1,0
1629,đặt_hàng tầm_shiper tốc_độ hàng đỉnh gói hàng cẩn_thận shiper thân_thiện vọng_ổn mụn kèm thích hasaki hàng,6/12/2021,13:45,4,422208181,256,positive,5,0
1135,phục_hồi siêu_đỉnh trắng,10/8/2024,9:42,5,422211240,43,positive,2,0
1969,bụi nát kiểu hàng giả_mạo,13/10/2022,22:11,1,422203809,38,negative,0,1
1033,dễ_dàng thoải_mái thư_giãn,27/04/2023,13:48,5,308500018,49,positive,2,0
3990,hỗn_hợp ổn nâng tông nhẹ,4/5/2022,20:46,4,331300023,66,positive,2,0
1086,nắp vàng toàn mùi cồn mùi không_tốt,3/1/2022,16:11,4,422220606,94,positive,1,1
1377,thích đắp mềm mùi nhẹ,23/01/2024,18:33,5,422205804,52,positive,1,0
2176,toner giá rẻ_tích tác_dụng hằng,18/08/2021,15:20,5,211300002,88,positive,2,0
1190,hàng test ưng bôi nhẹ mặt thẩm_thấu vô_dạ tặng kèm hada_labo,6/6/2022,21:06,5,249500013,206,positive,1,0
719,sản_phẩm tốt lắm,17/04/2023,19:48,5,100230064,18,positive,1,0
408,hàng tốt,11/4/2023,16:29,5,422210784,12,positive,1,0
1469,tạm ổn,13/03/2022,19:53,4,422206043,6,positive,1,0
1022,dễ_dàng thoải_mái thư_giãn,2/5/2023,15:07,5,308500018,48,positive,2,0
2391,dễ_dàng thoải_mái thư_giãn,28/04/2023,13:12,5,308500037,48,positive,2,0
3664,sạch mụn đầu đen dễ_chịu thích hạt nhạy_cảm cân_nhắc đỏ mặt mỏng_tẩy sạch chết không_gây_kích_ứng hài_lòng,3/12/2021,16:10,5,100220010,262,positive,4,1
137,thỏi màu màu sượng khoáng_sản môi tác_dụng hồng môi_trị thâm,2/7/2023,12:31,5,422209443,120,positive,0,0
2459,,10/1/2020,14:31,5,308500013,5,positive,0,0
4026,máy lông cầm sài ổn,15/02/2022,14:50,5,422202216,83,positive,1,0
376,thâm đỡ không_hết sạch mặt trắng,18/11/2022,19:04,3,214000001,83,negative,0,0
168,giá hợp_lý dầu mụn_xịt công_nghiệp xịt thoáng rõ_rệt mát thư_giảm cực_kì ẩm nhẹ_nhàng dầu ẩm_nhẹ hợp không_kích_ưng mụn xịt cực_kì không_nói,19/11/2022,21:15,5,100150059,246,positive,4,0
604,tặng kèm cica serum trải_nghiệm không_mấy thú_vị lip môi bớt thâm tuần căng mọng yêu môi thích dưỡng_không_dùng hợp sản_phẩm,20/01/2023,9:14,5,422218746,261,positive,3,0
1189,sản_phẩm tốt_shiper,9/6/2022,13:23,5,422215804,56,positive,2,0
1819,dưỡng roche posay_efaclar thành_phần cải_tiến phylobioma giúp mụn lớp lỏng mỏng mịn thấm không_bị bết dính khó_chịu dễ_dàng,17/12/2023,18:14,5,422216352,216,positive,1,1
1002,mụn rửa mặt mịn lắm chất_lượng tốt dịu nhẹ,9/7/2021,14:21,5,422204795,103,positive,1,0
258,hàng giá rẻ_tẩy sạch,31/07/2021,11:46,5,422211446,65,positive,2,0
2373,dể hjoải mái thư_giản,29/04/2023,19:21,5,422202253,49,positive,1,0
149,dịu nhẹ sạch,20/03/2023,21:24,4,205100137,22,positive,0,0
1693,sản_phẩm tốt,23/05/2021,18:35,5,422201448,16,positive,1,0
2398,dễ_dàng thoải_mái thư_giãn tột_độ,27/04/2023,16:28,5,422205164,51,positive,2,0
2247,mịn_màng,2/9/2024,10:31,5,245500009,24,positive,0,0
2588,vô_thưởng,21/05/2021,9:11,4,100280011,49,positive,0,0
1496,tuyệt_không_bị căng rửa kèm ngừa mụn,20/12/2019,14:59,5,422210980,70,positive,1,0
2313,dễ_dàng thoải_mái thư_giãn,4/5/2023,20:58,5,422202253,49,positive,2,0
358,,28/05/2019,9:34,4,422211446,9,positive,0,0
1744,sài chào cải_thiện lcl,21/07/2023,0:50,5,100220035,80,positive,1,0
274,giá rẻ sạch tầm lenart sạch nhày giá nhỉnh,22/06/2021,12:33,5,422204259,230,positive,2,0
2772,không_hẳn tệ không_lại,27/04/2023,17:47,2,422216990,45,negative,0,1
2689,sản_phẩm giá,22/05/2020,14:42,4,243300007,28,positive,0,0
55,tuyệt_vời nhạy_cảm sài nhều không_chê điemr giá,2/6/2024,19:20,5,422212870,102,positive,1,1
540,chê cực_kỳ vón nóng mặt,30/04/2022,16:44,1,422216416,32,negative,0,1
1621,megaduo hiệu_quả chậm không_cải_thiện sài tuýp,26/01/2022,20:46,4,422208181,74,positive,2,1
1569,sản_phẩm chất_lượng mặc_dù,9/12/2021,14:27,5,211300007,39,positive,0,0
757,,22/02/2022,10:11,5,422216594,1,positive,0,0
2016,siêu_thích,16/01/2024,12:57,5,422201354,26,positive,2,0
2444,mặt_nạ naruko tràm trà kiểm_soát dầu mụn mùi thơm_đắp mát mặt đắp kéo mặt_nạ mặt mủi sống mủi chóp mũi không_đắp tiếc,29/07/2020,1:21,4,422202253,199,positive,1,0
2272,không_hợp,15/07/2023,10:45,5,422208157,53,positive,1,1
1174,hạn nắp ngắn chất_lượng tốt nhạy_cảm,28/09/2022,13:01,5,422204576,98,positive,1,0
698,dễ_dàng thoải_mái thư_giãn,28/04/2023,20:20,5,308500009,47,positive,2,0
4044,thấm không_gây bết dính,11/7/2023,15:55,5,422208345,44,positive,1,0
2347,dễ_dàng thoải_mái thư_giãn,1/5/2023,13:32,5,308500013,47,positive,2,0
1764,mờ thâm trời_ơi giá hợp_lý hiệu_quả xứng_đáng thích lắm,31/12/2020,9:00,5,418800004,159,positive,4,0
2445,sản_phẩm chất_lượng giá hạt_dẻ cảm_nhận đầu miếng đắp căng mượt hôm rửa mặt tông trắng_sắng hẳn thích lắm,27/07/2020,7:54,5,422205162,202,positive,1,0
776,sài ổn sài,18/10/2021,18:13,5,100230057,39,positive,1,0
1915,serum hợp dầu mụn khảo chất không_quá lỏng không_quá đặc_không_mùi thủy nắp nhựa cầm rớt nhẹ không_đâu,26/01/2022,10:40,5,100210023,212,positive,1,0
72,hàng giá tốt shiper dễ_thương chất_lượng vọng tốt,20/10/2021,12:07,5,318900011,77,positive,3,0
2938,hàng mặt_nạ ưng_ý công_dụng,24/04/2024,15:26,5,365000014,118,positive,2,0
1183,chất lương,21/07/2022,22:23,5,249500013,26,positive,0,0
2444,mặt_nạ naruko tràm trà kiểm_soát dầu mụn mùi thơm_đắp mát mặt đắp kéo mặt_nạ mặt mủi sống mủi chóp mũi không_đắp tiếc,29/07/2020,1:21,4,422205162,199,positive,1,0
384,siêu nhạy_cảm êm_sạch không_bị,29/10/2023,9:51,5,422208973,60,positive,1,0
3429,dưỡng trắng tốt trắng căng bóng hẳn tiền giá,25/01/2021,8:31,5,422202580,105,positive,1,0
2403,dễ_dàng thoải_mái thư_giãn,27/04/2023,13:05,5,422205163,60,positive,2,0
196,bổ rẻ liên_tục ý_định,3/7/2022,0:47,5,205100146,64,positive,1,0
4055,mức_độ hài_lòng bình,25/11/2020,15:35,2,200400004,57,negative,1,0
2077,sản_phẩm tốt cửa_hàng tư_vấn,24/07/2023,13:28,5,422212361,57,positive,1,0
3096,màu hasaki không_tác_dụng mụn đầu trắng không_lấy nhân_mụn dán tác_dụng hút sót,30/09/2022,15:21,2,100250032,214,negative,0,0
1059,không_phù_hợp lãng_phí thời,13/06/2020,10:22,1,204100019,46,negative,2,1
2429,mặt_nạ giá rẽ tốt đắp lướt,1/6/2021,14:12,5,308500018,107,positive,1,0
653,sản_phẩm chất_lượng,12/12/2023,10:02,5,200400003,35,positive,0,0
1687,không_cồn silicone nhạy_cảm_chất đặc mịn lớp màng dầu bóng_mặt dịu tốt mụn sưng kết_hợp serum hôm xẹp mụn liền,29/06/2021,16:06,5,318900019,201,positive,3,0
2106,chất_lượng kém không_đáp_ứng đợi,11/10/2021,17:07,2,308500018,52,negative,0,1
